"simulation_id","seed","dgp","cv_method","split_id","train_n","validation_n","train_time_min","train_time_max","validation_time_min","validation_time_max","validation_contiguous","uses_future_training","h","removed_time_min","removed_time_max"
111,20371916,"MA(1)","rolling_origin",3,109,16,31,139,140,155,TRUE,FALSE,NA,NA,NA
111,20371916,"MA(1)","rolling_origin",4,125,16,31,155,156,171,TRUE,FALSE,NA,NA,NA
111,20371916,"MA(1)","rolling_origin",5,141,13,31,171,172,184,TRUE,FALSE,NA,NA,NA
112,20372916,"MA(1)","kfold",1,123,31,31,184,35,181,FALSE,TRUE,NA,NA,NA
112,20372916,"MA(1)","kfold",2,123,31,32,183,31,184,FALSE,TRUE,NA,NA,NA
112,20372916,"MA(1)","kfold",3,123,31,31,184,32,175,FALSE,TRUE,NA,NA,NA
112,20372916,"MA(1)","kfold",4,123,31,31,184,37,173,FALSE,TRUE,NA,NA,NA
112,20372916,"MA(1)","kfold",5,124,30,31,184,36,183,FALSE,TRUE,NA,NA,NA
112,20372916,"MA(1)","blocked",1,123,31,62,184,31,61,TRUE,TRUE,NA,NA,NA
112,20372916,"MA(1)","blocked",2,123,31,31,184,62,92,TRUE,TRUE,NA,NA,NA
112,20372916,"MA(1)","blocked",3,123,31,31,184,93,123,TRUE,TRUE,NA,NA,NA
112,20372916,"MA(1)","blocked",4,123,31,31,184,124,154,TRUE,TRUE,NA,NA,NA
112,20372916,"MA(1)","blocked",5,124,30,31,154,155,184,TRUE,FALSE,NA,NA,NA
112,20372916,"MA(1)","hblock",1,118,31,67,184,31,61,TRUE,TRUE,5,31,66
112,20372916,"MA(1)","hblock",2,113,31,31,184,62,92,TRUE,TRUE,5,57,97
112,20372916,"MA(1)","hblock",3,113,31,31,184,93,123,TRUE,TRUE,5,88,128
112,20372916,"MA(1)","hblock",4,113,31,31,184,124,154,TRUE,TRUE,5,119,159
112,20372916,"MA(1)","hblock",5,119,30,31,149,155,184,TRUE,FALSE,5,150,184
112,20372916,"MA(1)","rolling_origin",1,77,16,31,107,108,123,TRUE,FALSE,NA,NA,NA
112,20372916,"MA(1)","rolling_origin",2,93,16,31,123,124,139,TRUE,FALSE,NA,NA,NA
112,20372916,"MA(1)","rolling_origin",3,109,16,31,139,140,155,TRUE,FALSE,NA,NA,NA
112,20372916,"MA(1)","rolling_origin",4,125,16,31,155,156,171,TRUE,FALSE,NA,NA,NA
112,20372916,"MA(1)","rolling_origin",5,141,13,31,171,172,184,TRUE,FALSE,NA,NA,NA
113,20373916,"MA(1)","kfold",1,123,31,31,184,48,182,FALSE,TRUE,NA,NA,NA
113,20373916,"MA(1)","kfold",2,123,31,31,184,32,179,FALSE,TRUE,NA,NA,NA
113,20373916,"MA(1)","kfold",3,123,31,31,183,37,184,FALSE,TRUE,NA,NA,NA
113,20373916,"MA(1)","kfold",4,123,31,32,184,31,181,FALSE,TRUE,NA,NA,NA
113,20373916,"MA(1)","kfold",5,124,30,31,184,34,183,FALSE,TRUE,NA,NA,NA
113,20373916,"MA(1)","blocked",1,123,31,62,184,31,61,TRUE,TRUE,NA,NA,NA
113,20373916,"MA(1)","blocked",2,123,31,31,184,62,92,TRUE,TRUE,NA,NA,NA
113,20373916,"MA(1)","blocked",3,123,31,31,184,93,123,TRUE,TRUE,NA,NA,NA
113,20373916,"MA(1)","blocked",4,123,31,31,184,124,154,TRUE,TRUE,NA,NA,NA
113,20373916,"MA(1)","blocked",5,124,30,31,154,155,184,TRUE,FALSE,NA,NA,NA
113,20373916,"MA(1)","hblock",1,118,31,67,184,31,61,TRUE,TRUE,5,31,66
113,20373916,"MA(1)","hblock",2,113,31,31,184,62,92,TRUE,TRUE,5,57,97
113,20373916,"MA(1)","hblock",3,113,31,31,184,93,123,TRUE,TRUE,5,88,128
113,20373916,"MA(1)","hblock",4,113,31,31,184,124,154,TRUE,TRUE,5,119,159
113,20373916,"MA(1)","hblock",5,119,30,31,149,155,184,TRUE,FALSE,5,150,184
113,20373916,"MA(1)","rolling_origin",1,77,16,31,107,108,123,TRUE,FALSE,NA,NA,NA
113,20373916,"MA(1)","rolling_origin",2,93,16,31,123,124,139,TRUE,FALSE,NA,NA,NA
113,20373916,"MA(1)","rolling_origin",3,109,16,31,139,140,155,TRUE,FALSE,NA,NA,NA
113,20373916,"MA(1)","rolling_origin",4,125,16,31,155,156,171,TRUE,FALSE,NA,NA,NA
113,20373916,"MA(1)","rolling_origin",5,141,13,31,171,172,184,TRUE,FALSE,NA,NA,NA
114,20374916,"MA(1)","kfold",1,123,31,31,183,35,184,FALSE,TRUE,NA,NA,NA
114,20374916,"MA(1)","kfold",2,123,31,31,184,43,180,FALSE,TRUE,NA,NA,NA
114,20374916,"MA(1)","kfold",3,123,31,31,184,32,165,FALSE,TRUE,NA,NA,NA
114,20374916,"MA(1)","kfold",4,123,31,32,184,31,181,FALSE,TRUE,NA,NA,NA
114,20374916,"MA(1)","kfold",5,124,30,31,184,33,183,FALSE,TRUE,NA,NA,NA
114,20374916,"MA(1)","blocked",1,123,31,62,184,31,61,TRUE,TRUE,NA,NA,NA
114,20374916,"MA(1)","blocked",2,123,31,31,184,62,92,TRUE,TRUE,NA,NA,NA
114,20374916,"MA(1)","blocked",3,123,31,31,184,93,123,TRUE,TRUE,NA,NA,NA
114,20374916,"MA(1)","blocked",4,123,31,31,184,124,154,TRUE,TRUE,NA,NA,NA
114,20374916,"MA(1)","blocked",5,124,30,31,154,155,184,TRUE,FALSE,NA,NA,NA
114,20374916,"MA(1)","hblock",1,118,31,67,184,31,61,TRUE,TRUE,5,31,66
114,20374916,"MA(1)","hblock",2,113,31,31,184,62,92,TRUE,TRUE,5,57,97
114,20374916,"MA(1)","hblock",3,113,31,31,184,93,123,TRUE,TRUE,5,88,128
114,20374916,"MA(1)","hblock",4,113,31,31,184,124,154,TRUE,TRUE,5,119,159
114,20374916,"MA(1)","hblock",5,119,30,31,149,155,184,TRUE,FALSE,5,150,184
114,20374916,"MA(1)","rolling_origin",1,77,16,31,107,108,123,TRUE,FALSE,NA,NA,NA
114,20374916,"MA(1)","rolling_origin",2,93,16,31,123,124,139,TRUE,FALSE,NA,NA,NA
114,20374916,"MA(1)","rolling_origin",3,109,16,31,139,140,155,TRUE,FALSE,NA,NA,NA
114,20374916,"MA(1)","rolling_origin",4,125,16,31,155,156,171,TRUE,FALSE,NA,NA,NA
114,20374916,"MA(1)","rolling_origin",5,141,13,31,171,172,184,TRUE,FALSE,NA,NA,NA
115,20375916,"MA(1)","kfold",1,123,31,32,184,31,179,FALSE,TRUE,NA,NA,NA
115,20375916,"MA(1)","kfold",2,123,31,31,184,51,181,FALSE,TRUE,NA,NA,NA
115,20375916,"MA(1)","kfold",3,123,31,31,184,32,173,FALSE,TRUE,NA,NA,NA
115,20375916,"MA(1)","kfold",4,123,31,31,183,35,184,FALSE,TRUE,NA,NA,NA
115,20375916,"MA(1)","kfold",5,124,30,31,184,33,183,FALSE,TRUE,NA,NA,NA
115,20375916,"MA(1)","blocked",1,123,31,62,184,31,61,TRUE,TRUE,NA,NA,NA
115,20375916,"MA(1)","blocked",2,123,31,31,184,62,92,TRUE,TRUE,NA,NA,NA
115,20375916,"MA(1)","blocked",3,123,31,31,184,93,123,TRUE,TRUE,NA,NA,NA
115,20375916,"MA(1)","blocked",4,123,31,31,184,124,154,TRUE,TRUE,NA,NA,NA
115,20375916,"MA(1)","blocked",5,124,30,31,154,155,184,TRUE,FALSE,NA,NA,NA
115,20375916,"MA(1)","hblock",1,118,31,67,184,31,61,TRUE,TRUE,5,31,66
115,20375916,"MA(1)","hblock",2,113,31,31,184,62,92,TRUE,TRUE,5,57,97
115,20375916,"MA(1)","hblock",3,113,31,31,184,93,123,TRUE,TRUE,5,88,128
115,20375916,"MA(1)","hblock",4,113,31,31,184,124,154,TRUE,TRUE,5,119,159
115,20375916,"MA(1)","hblock",5,119,30,31,149,155,184,TRUE,FALSE,5,150,184
115,20375916,"MA(1)","rolling_origin",1,77,16,31,107,108,123,TRUE,FALSE,NA,NA,NA
115,20375916,"MA(1)","rolling_origin",2,93,16,31,123,124,139,TRUE,FALSE,NA,NA,NA
115,20375916,"MA(1)","rolling_origin",3,109,16,31,139,140,155,TRUE,FALSE,NA,NA,NA
115,20375916,"MA(1)","rolling_origin",4,125,16,31,155,156,171,TRUE,FALSE,NA,NA,NA
115,20375916,"MA(1)","rolling_origin",5,141,13,31,171,172,184,TRUE,FALSE,NA,NA,NA
116,20376916,"MA(1)","kfold",1,123,31,31,183,37,184,FALSE,TRUE,NA,NA,NA
116,20376916,"MA(1)","kfold",2,123,31,33,184,31,182,FALSE,TRUE,NA,NA,NA
116,20376916,"MA(1)","kfold",3,123,31,31,184,33,183,FALSE,TRUE,NA,NA,NA
116,20376916,"MA(1)","kfold",4,123,31,31,184,35,179,FALSE,TRUE,NA,NA,NA
116,20376916,"MA(1)","kfold",5,124,30,31,184,44,175,FALSE,TRUE,NA,NA,NA
116,20376916,"MA(1)","blocked",1,123,31,62,184,31,61,TRUE,TRUE,NA,NA,NA
116,20376916,"MA(1)","blocked",2,123,31,31,184,62,92,TRUE,TRUE,NA,NA,NA
116,20376916,"MA(1)","blocked",3,123,31,31,184,93,123,TRUE,TRUE,NA,NA,NA
116,20376916,"MA(1)","blocked",4,123,31,31,184,124,154,TRUE,TRUE,NA,NA,NA
116,20376916,"MA(1)","blocked",5,124,30,31,154,155,184,TRUE,FALSE,NA,NA,NA
116,20376916,"MA(1)","hblock",1,118,31,67,184,31,61,TRUE,TRUE,5,31,66
116,20376916,"MA(1)","hblock",2,113,31,31,184,62,92,TRUE,TRUE,5,57,97
116,20376916,"MA(1)","hblock",3,113,31,31,184,93,123,TRUE,TRUE,5,88,128
116,20376916,"MA(1)","hblock",4,113,31,31,184,124,154,TRUE,TRUE,5,119,159
116,20376916,"MA(1)","hblock",5,119,30,31,149,155,184,TRUE,FALSE,5,150,184
116,20376916,"MA(1)","rolling_origin",1,77,16,31,107,108,123,TRUE,FALSE,NA,NA,NA
116,20376916,"MA(1)","rolling_origin",2,93,16,31,123,124,139,TRUE,FALSE,NA,NA,NA
116,20376916,"MA(1)","rolling_origin",3,109,16,31,139,140,155,TRUE,FALSE,NA,NA,NA
116,20376916,"MA(1)","rolling_origin",4,125,16,31,155,156,171,TRUE,FALSE,NA,NA,NA
116,20376916,"MA(1)","rolling_origin",5,141,13,31,171,172,184,TRUE,FALSE,NA,NA,NA
117,20377916,"MA(1)","kfold",1,123,31,31,184,34,183,FALSE,TRUE,NA,NA,NA
117,20377916,"MA(1)","kfold",2,123,31,31,184,39,182,FALSE,TRUE,NA,NA,NA
117,20377916,"MA(1)","kfold",3,123,31,32,184,31,181,FALSE,TRUE,NA,NA,NA
117,20377916,"MA(1)","kfold",4,123,31,31,184,32,176,FALSE,TRUE,NA,NA,NA
117,20377916,"MA(1)","kfold",5,124,30,31,183,36,184,FALSE,TRUE,NA,NA,NA
117,20377916,"MA(1)","blocked",1,123,31,62,184,31,61,TRUE,TRUE,NA,NA,NA
117,20377916,"MA(1)","blocked",2,123,31,31,184,62,92,TRUE,TRUE,NA,NA,NA
117,20377916,"MA(1)","blocked",3,123,31,31,184,93,123,TRUE,TRUE,NA,NA,NA
117,20377916,"MA(1)","blocked",4,123,31,31,184,124,154,TRUE,TRUE,NA,NA,NA
117,20377916,"MA(1)","blocked",5,124,30,31,154,155,184,TRUE,FALSE,NA,NA,NA
117,20377916,"MA(1)","hblock",1,118,31,67,184,31,61,TRUE,TRUE,5,31,66
117,20377916,"MA(1)","hblock",2,113,31,31,184,62,92,TRUE,TRUE,5,57,97
117,20377916,"MA(1)","hblock",3,113,31,31,184,93,123,TRUE,TRUE,5,88,128
117,20377916,"MA(1)","hblock",4,113,31,31,184,124,154,TRUE,TRUE,5,119,159
117,20377916,"MA(1)","hblock",5,119,30,31,149,155,184,TRUE,FALSE,5,150,184
117,20377916,"MA(1)","rolling_origin",1,77,16,31,107,108,123,TRUE,FALSE,NA,NA,NA
117,20377916,"MA(1)","rolling_origin",2,93,16,31,123,124,139,TRUE,FALSE,NA,NA,NA
117,20377916,"MA(1)","rolling_origin",3,109,16,31,139,140,155,TRUE,FALSE,NA,NA,NA
117,20377916,"MA(1)","rolling_origin",4,125,16,31,155,156,171,TRUE,FALSE,NA,NA,NA
117,20377916,"MA(1)","rolling_origin",5,141,13,31,171,172,184,TRUE,FALSE,NA,NA,NA
118,20378916,"MA(1)","kfold",1,123,31,31,184,41,182,FALSE,TRUE,NA,NA,NA
118,20378916,"MA(1)","kfold",2,123,31,31,184,35,183,FALSE,TRUE,NA,NA,NA
118,20378916,"MA(1)","kfold",3,123,31,33,184,31,181,FALSE,TRUE,NA,NA,NA
118,20378916,"MA(1)","kfold",4,123,31,31,184,33,178,FALSE,TRUE,NA,NA,NA
118,20378916,"MA(1)","kfold",5,124,30,31,183,37,184,FALSE,TRUE,NA,NA,NA
118,20378916,"MA(1)","blocked",1,123,31,62,184,31,61,TRUE,TRUE,NA,NA,NA
118,20378916,"MA(1)","blocked",2,123,31,31,184,62,92,TRUE,TRUE,NA,NA,NA
118,20378916,"MA(1)","blocked",3,123,31,31,184,93,123,TRUE,TRUE,NA,NA,NA
118,20378916,"MA(1)","blocked",4,123,31,31,184,124,154,TRUE,TRUE,NA,NA,NA
118,20378916,"MA(1)","blocked",5,124,30,31,154,155,184,TRUE,FALSE,NA,NA,NA
118,20378916,"MA(1)","hblock",1,118,31,67,184,31,61,TRUE,TRUE,5,31,66
118,20378916,"MA(1)","hblock",2,113,31,31,184,62,92,TRUE,TRUE,5,57,97
118,20378916,"MA(1)","hblock",3,113,31,31,184,93,123,TRUE,TRUE,5,88,128
118,20378916,"MA(1)","hblock",4,113,31,31,184,124,154,TRUE,TRUE,5,119,159
118,20378916,"MA(1)","hblock",5,119,30,31,149,155,184,TRUE,FALSE,5,150,184
118,20378916,"MA(1)","rolling_origin",1,77,16,31,107,108,123,TRUE,FALSE,NA,NA,NA
118,20378916,"MA(1)","rolling_origin",2,93,16,31,123,124,139,TRUE,FALSE,NA,NA,NA
118,20378916,"MA(1)","rolling_origin",3,109,16,31,139,140,155,TRUE,FALSE,NA,NA,NA
118,20378916,"MA(1)","rolling_origin",4,125,16,31,155,156,171,TRUE,FALSE,NA,NA,NA
118,20378916,"MA(1)","rolling_origin",5,141,13,31,171,172,184,TRUE,FALSE,NA,NA,NA
119,20379916,"MA(1)","kfold",1,123,31,31,183,40,184,FALSE,TRUE,NA,NA,NA
119,20379916,"MA(1)","kfold",2,123,31,31,184,37,170,FALSE,TRUE,NA,NA,NA
119,20379916,"MA(1)","kfold",3,123,31,31,184,33,175,FALSE,TRUE,NA,NA,NA
119,20379916,"MA(1)","kfold",4,123,31,33,184,31,183,FALSE,TRUE,NA,NA,NA
119,20379916,"MA(1)","kfold",5,124,30,31,184,38,174,FALSE,TRUE,NA,NA,NA
119,20379916,"MA(1)","blocked",1,123,31,62,184,31,61,TRUE,TRUE,NA,NA,NA
119,20379916,"MA(1)","blocked",2,123,31,31,184,62,92,TRUE,TRUE,NA,NA,NA
119,20379916,"MA(1)","blocked",3,123,31,31,184,93,123,TRUE,TRUE,NA,NA,NA
119,20379916,"MA(1)","blocked",4,123,31,31,184,124,154,TRUE,TRUE,NA,NA,NA
119,20379916,"MA(1)","blocked",5,124,30,31,154,155,184,TRUE,FALSE,NA,NA,NA
119,20379916,"MA(1)","hblock",1,118,31,67,184,31,61,TRUE,TRUE,5,31,66
119,20379916,"MA(1)","hblock",2,113,31,31,184,62,92,TRUE,TRUE,5,57,97
119,20379916,"MA(1)","hblock",3,113,31,31,184,93,123,TRUE,TRUE,5,88,128
119,20379916,"MA(1)","hblock",4,113,31,31,184,124,154,TRUE,TRUE,5,119,159
119,20379916,"MA(1)","hblock",5,119,30,31,149,155,184,TRUE,FALSE,5,150,184
119,20379916,"MA(1)","rolling_origin",1,77,16,31,107,108,123,TRUE,FALSE,NA,NA,NA
119,20379916,"MA(1)","rolling_origin",2,93,16,31,123,124,139,TRUE,FALSE,NA,NA,NA
119,20379916,"MA(1)","rolling_origin",3,109,16,31,139,140,155,TRUE,FALSE,NA,NA,NA
119,20379916,"MA(1)","rolling_origin",4,125,16,31,155,156,171,TRUE,FALSE,NA,NA,NA
119,20379916,"MA(1)","rolling_origin",5,141,13,31,171,172,184,TRUE,FALSE,NA,NA,NA
120,20380916,"MA(1)","kfold",1,123,31,31,184,35,177,FALSE,TRUE,NA,NA,NA
120,20380916,"MA(1)","kfold",2,123,31,31,184,32,181,FALSE,TRUE,NA,NA,NA
120,20380916,"MA(1)","kfold",3,123,31,31,184,33,183,FALSE,TRUE,NA,NA,NA
120,20380916,"MA(1)","kfold",4,123,31,32,183,31,184,FALSE,TRUE,NA,NA,NA
120,20380916,"MA(1)","kfold",5,124,30,31,184,34,179,FALSE,TRUE,NA,NA,NA
120,20380916,"MA(1)","blocked",1,123,31,62,184,31,61,TRUE,TRUE,NA,NA,NA
120,20380916,"MA(1)","blocked",2,123,31,31,184,62,92,TRUE,TRUE,NA,NA,NA
120,20380916,"MA(1)","blocked",3,123,31,31,184,93,123,TRUE,TRUE,NA,NA,NA
120,20380916,"MA(1)","blocked",4,123,31,31,184,124,154,TRUE,TRUE,NA,NA,NA
120,20380916,"MA(1)","blocked",5,124,30,31,154,155,184,TRUE,FALSE,NA,NA,NA
120,20380916,"MA(1)","hblock",1,118,31,67,184,31,61,TRUE,TRUE,5,31,66
120,20380916,"MA(1)","hblock",2,113,31,31,184,62,92,TRUE,TRUE,5,57,97
120,20380916,"MA(1)","hblock",3,113,31,31,184,93,123,TRUE,TRUE,5,88,128
120,20380916,"MA(1)","hblock",4,113,31,31,184,124,154,TRUE,TRUE,5,119,159
120,20380916,"MA(1)","hblock",5,119,30,31,149,155,184,TRUE,FALSE,5,150,184
120,20380916,"MA(1)","rolling_origin",1,77,16,31,107,108,123,TRUE,FALSE,NA,NA,NA
120,20380916,"MA(1)","rolling_origin",2,93,16,31,123,124,139,TRUE,FALSE,NA,NA,NA
120,20380916,"MA(1)","rolling_origin",3,109,16,31,139,140,155,TRUE,FALSE,NA,NA,NA
120,20380916,"MA(1)","rolling_origin",4,125,16,31,155,156,171,TRUE,FALSE,NA,NA,NA
120,20380916,"MA(1)","rolling_origin",5,141,13,31,171,172,184,TRUE,FALSE,NA,NA,NA
121,20381916,"MA(1)","kfold",1,123,31,31,182,34,184,FALSE,TRUE,NA,NA,NA
121,20381916,"MA(1)","kfold",2,123,31,31,184,35,177,FALSE,TRUE,NA,NA,NA
121,20381916,"MA(1)","kfold",3,123,31,31,184,33,179,FALSE,TRUE,NA,NA,NA
121,20381916,"MA(1)","kfold",4,123,31,31,184,32,182,FALSE,TRUE,NA,NA,NA
121,20381916,"MA(1)","kfold",5,124,30,32,184,31,180,FALSE,TRUE,NA,NA,NA
121,20381916,"MA(1)","blocked",1,123,31,62,184,31,61,TRUE,TRUE,NA,NA,NA
121,20381916,"MA(1)","blocked",2,123,31,31,184,62,92,TRUE,TRUE,NA,NA,NA
121,20381916,"MA(1)","blocked",3,123,31,31,184,93,123,TRUE,TRUE,NA,NA,NA
121,20381916,"MA(1)","blocked",4,123,31,31,184,124,154,TRUE,TRUE,NA,NA,NA
121,20381916,"MA(1)","blocked",5,124,30,31,154,155,184,TRUE,FALSE,NA,NA,NA
121,20381916,"MA(1)","hblock",1,118,31,67,184,31,61,TRUE,TRUE,5,31,66
121,20381916,"MA(1)","hblock",2,113,31,31,184,62,92,TRUE,TRUE,5,57,97
121,20381916,"MA(1)","hblock",3,113,31,31,184,93,123,TRUE,TRUE,5,88,128
121,20381916,"MA(1)","hblock",4,113,31,31,184,124,154,TRUE,TRUE,5,119,159
121,20381916,"MA(1)","hblock",5,119,30,31,149,155,184,TRUE,FALSE,5,150,184
121,20381916,"MA(1)","rolling_origin",1,77,16,31,107,108,123,TRUE,FALSE,NA,NA,NA
121,20381916,"MA(1)","rolling_origin",2,93,16,31,123,124,139,TRUE,FALSE,NA,NA,NA
121,20381916,"MA(1)","rolling_origin",3,109,16,31,139,140,155,TRUE,FALSE,NA,NA,NA
121,20381916,"MA(1)","rolling_origin",4,125,16,31,155,156,171,TRUE,FALSE,NA,NA,NA
121,20381916,"MA(1)","rolling_origin",5,141,13,31,171,172,184,TRUE,FALSE,NA,NA,NA
122,20382916,"MA(1)","kfold",1,123,31,31,184,32,173,FALSE,TRUE,NA,NA,NA
122,20382916,"MA(1)","kfold",2,123,31,32,184,31,182,FALSE,TRUE,NA,NA,NA
122,20382916,"MA(1)","kfold",3,123,31,31,184,33,177,FALSE,TRUE,NA,NA,NA
122,20382916,"MA(1)","kfold",4,123,31,31,184,34,181,FALSE,TRUE,NA,NA,NA
122,20382916,"MA(1)","kfold",5,124,30,31,182,39,184,FALSE,TRUE,NA,NA,NA
122,20382916,"MA(1)","blocked",1,123,31,62,184,31,61,TRUE,TRUE,NA,NA,NA
122,20382916,"MA(1)","blocked",2,123,31,31,184,62,92,TRUE,TRUE,NA,NA,NA
122,20382916,"MA(1)","blocked",3,123,31,31,184,93,123,TRUE,TRUE,NA,NA,NA
122,20382916,"MA(1)","blocked",4,123,31,31,184,124,154,TRUE,TRUE,NA,NA,NA
122,20382916,"MA(1)","blocked",5,124,30,31,154,155,184,TRUE,FALSE,NA,NA,NA
122,20382916,"MA(1)","hblock",1,118,31,67,184,31,61,TRUE,TRUE,5,31,66
122,20382916,"MA(1)","hblock",2,113,31,31,184,62,92,TRUE,TRUE,5,57,97
122,20382916,"MA(1)","hblock",3,113,31,31,184,93,123,TRUE,TRUE,5,88,128
122,20382916,"MA(1)","hblock",4,113,31,31,184,124,154,TRUE,TRUE,5,119,159
122,20382916,"MA(1)","hblock",5,119,30,31,149,155,184,TRUE,FALSE,5,150,184
122,20382916,"MA(1)","rolling_origin",1,77,16,31,107,108,123,TRUE,FALSE,NA,NA,NA
122,20382916,"MA(1)","rolling_origin",2,93,16,31,123,124,139,TRUE,FALSE,NA,NA,NA
122,20382916,"MA(1)","rolling_origin",3,109,16,31,139,140,155,TRUE,FALSE,NA,NA,NA
122,20382916,"MA(1)","rolling_origin",4,125,16,31,155,156,171,TRUE,FALSE,NA,NA,NA
122,20382916,"MA(1)","rolling_origin",5,141,13,31,171,172,184,TRUE,FALSE,NA,NA,NA
123,20383916,"MA(1)","kfold",1,123,31,31,184,34,183,FALSE,TRUE,NA,NA,NA
123,20383916,"MA(1)","kfold",2,123,31,31,184,33,178,FALSE,TRUE,NA,NA,NA
123,20383916,"MA(1)","kfold",3,123,31,32,184,31,181,FALSE,TRUE,NA,NA,NA
123,20383916,"MA(1)","kfold",4,123,31,31,183,32,184,FALSE,TRUE,NA,NA,NA
123,20383916,"MA(1)","kfold",5,124,30,31,184,42,176,FALSE,TRUE,NA,NA,NA
123,20383916,"MA(1)","blocked",1,123,31,62,184,31,61,TRUE,TRUE,NA,NA,NA
123,20383916,"MA(1)","blocked",2,123,31,31,184,62,92,TRUE,TRUE,NA,NA,NA
123,20383916,"MA(1)","blocked",3,123,31,31,184,93,123,TRUE,TRUE,NA,NA,NA
123,20383916,"MA(1)","blocked",4,123,31,31,184,124,154,TRUE,TRUE,NA,NA,NA
123,20383916,"MA(1)","blocked",5,124,30,31,154,155,184,TRUE,FALSE,NA,NA,NA
123,20383916,"MA(1)","hblock",1,118,31,67,184,31,61,TRUE,TRUE,5,31,66
123,20383916,"MA(1)","hblock",2,113,31,31,184,62,92,TRUE,TRUE,5,57,97
123,20383916,"MA(1)","hblock",3,113,31,31,184,93,123,TRUE,TRUE,5,88,128
123,20383916,"MA(1)","hblock",4,113,31,31,184,124,154,TRUE,TRUE,5,119,159
123,20383916,"MA(1)","hblock",5,119,30,31,149,155,184,TRUE,FALSE,5,150,184
123,20383916,"MA(1)","rolling_origin",1,77,16,31,107,108,123,TRUE,FALSE,NA,NA,NA
123,20383916,"MA(1)","rolling_origin",2,93,16,31,123,124,139,TRUE,FALSE,NA,NA,NA
123,20383916,"MA(1)","rolling_origin",3,109,16,31,139,140,155,TRUE,FALSE,NA,NA,NA
123,20383916,"MA(1)","rolling_origin",4,125,16,31,155,156,171,TRUE,FALSE,NA,NA,NA
123,20383916,"MA(1)","rolling_origin",5,141,13,31,171,172,184,TRUE,FALSE,NA,NA,NA
124,20384916,"MA(1)","kfold",1,123,31,31,184,34,183,FALSE,TRUE,NA,NA,NA
124,20384916,"MA(1)","kfold",2,123,31,34,183,31,184,FALSE,TRUE,NA,NA,NA
124,20384916,"MA(1)","kfold",3,123,31,31,184,35,179,FALSE,TRUE,NA,NA,NA
124,20384916,"MA(1)","kfold",4,123,31,31,184,40,174,FALSE,TRUE,NA,NA,NA
124,20384916,"MA(1)","kfold",5,124,30,31,184,38,180,FALSE,TRUE,NA,NA,NA
124,20384916,"MA(1)","blocked",1,123,31,62,184,31,61,TRUE,TRUE,NA,NA,NA
124,20384916,"MA(1)","blocked",2,123,31,31,184,62,92,TRUE,TRUE,NA,NA,NA
124,20384916,"MA(1)","blocked",3,123,31,31,184,93,123,TRUE,TRUE,NA,NA,NA
124,20384916,"MA(1)","blocked",4,123,31,31,184,124,154,TRUE,TRUE,NA,NA,NA
124,20384916,"MA(1)","blocked",5,124,30,31,154,155,184,TRUE,FALSE,NA,NA,NA
124,20384916,"MA(1)","hblock",1,118,31,67,184,31,61,TRUE,TRUE,5,31,66
124,20384916,"MA(1)","hblock",2,113,31,31,184,62,92,TRUE,TRUE,5,57,97
124,20384916,"MA(1)","hblock",3,113,31,31,184,93,123,TRUE,TRUE,5,88,128
124,20384916,"MA(1)","hblock",4,113,31,31,184,124,154,TRUE,TRUE,5,119,159
124,20384916,"MA(1)","hblock",5,119,30,31,149,155,184,TRUE,FALSE,5,150,184
124,20384916,"MA(1)","rolling_origin",1,77,16,31,107,108,123,TRUE,FALSE,NA,NA,NA
124,20384916,"MA(1)","rolling_origin",2,93,16,31,123,124,139,TRUE,FALSE,NA,NA,NA
124,20384916,"MA(1)","rolling_origin",3,109,16,31,139,140,155,TRUE,FALSE,NA,NA,NA
124,20384916,"MA(1)","rolling_origin",4,125,16,31,155,156,171,TRUE,FALSE,NA,NA,NA
124,20384916,"MA(1)","rolling_origin",5,141,13,31,171,172,184,TRUE,FALSE,NA,NA,NA
125,20385916,"MA(1)","kfold",1,123,31,31,184,46,183,FALSE,TRUE,NA,NA,NA
125,20385916,"MA(1)","kfold",2,123,31,31,184,32,182,FALSE,TRUE,NA,NA,NA
125,20385916,"MA(1)","kfold",3,123,31,31,184,33,181,FALSE,TRUE,NA,NA,NA
125,20385916,"MA(1)","kfold",4,123,31,32,183,31,184,FALSE,TRUE,NA,NA,NA
125,20385916,"MA(1)","kfold",5,124,30,31,184,38,176,FALSE,TRUE,NA,NA,NA
125,20385916,"MA(1)","blocked",1,123,31,62,184,31,61,TRUE,TRUE,NA,NA,NA
125,20385916,"MA(1)","blocked",2,123,31,31,184,62,92,TRUE,TRUE,NA,NA,NA
125,20385916,"MA(1)","blocked",3,123,31,31,184,93,123,TRUE,TRUE,NA,NA,NA
125,20385916,"MA(1)","blocked",4,123,31,31,184,124,154,TRUE,TRUE,NA,NA,NA
125,20385916,"MA(1)","blocked",5,124,30,31,154,155,184,TRUE,FALSE,NA,NA,NA
125,20385916,"MA(1)","hblock",1,118,31,67,184,31,61,TRUE,TRUE,5,31,66
125,20385916,"MA(1)","hblock",2,113,31,31,184,62,92,TRUE,TRUE,5,57,97
125,20385916,"MA(1)","hblock",3,113,31,31,184,93,123,TRUE,TRUE,5,88,128
125,20385916,"MA(1)","hblock",4,113,31,31,184,124,154,TRUE,TRUE,5,119,159
125,20385916,"MA(1)","hblock",5,119,30,31,149,155,184,TRUE,FALSE,5,150,184
