"simulation_id","seed","dgp","cv_method","cv_mse","test_mse","estimation_error","squared_estimation_error","absolute_estimation_error","runtime_seconds","n_train","n_test","n_validation_predictions","k","h","success","error_message"
32,20292816,"AR(1)","hblock",0.872976805278277,1.32942371036781,-0.45644690508953,0.20834377716581,0.45644690508953,0.00959992408752441,154,66,154,5,5,TRUE,""
32,20292816,"AR(1)","rolling_origin",0.918631912810393,1.32942371036781,-0.410791797557413,0.168749900940451,0.410791797557413,0.00919699668884277,154,66,77,5,NA,TRUE,""
33,20293816,"AR(1)","kfold",1.24892935261151,1.04190093804517,0.207028414566343,0.0428607644378534,0.207028414566343,0.00909996032714844,154,66,154,5,NA,TRUE,""
33,20293816,"AR(1)","blocked",1.28444404090247,1.04190093804517,0.242543102857298,0.0588271567436459,0.242543102857298,0.0101771354675293,154,66,154,5,NA,TRUE,""
33,20293816,"AR(1)","hblock",1.35693690419841,1.04190093804517,0.315035966153239,0.0992476599701047,0.315035966153239,0.0124680995941162,154,66,154,5,5,TRUE,""
33,20293816,"AR(1)","rolling_origin",1.30231649939447,1.04190093804517,0.260415561349298,0.0678162645928699,0.260415561349298,0.010673999786377,154,66,77,5,NA,TRUE,""
34,20294816,"AR(1)","kfold",1.0281799315116,1.08379521424006,-0.0556152827284642,0.003093059672967,0.0556152827284642,0.00921416282653809,154,66,154,5,NA,TRUE,""
34,20294816,"AR(1)","blocked",0.99622940272276,1.08379521424006,-0.0875658115172999,0.0076677713466833,0.0875658115172999,0.00922894477844238,154,66,154,5,NA,TRUE,""
34,20294816,"AR(1)","hblock",0.965674486776998,1.08379521424006,-0.118120727463062,0.0139525062564029,0.118120727463062,0.00959300994873047,154,66,154,5,5,TRUE,""
34,20294816,"AR(1)","rolling_origin",1.20067630538851,1.08379521424006,0.116881091148448,0.0136611894680519,0.116881091148448,0.00957512855529785,154,66,77,5,NA,TRUE,""
35,20295816,"AR(1)","kfold",1.21464308315504,0.812336114078862,0.402306969076173,0.161850897367257,0.402306969076173,0.00917792320251465,154,66,154,5,NA,TRUE,""
35,20295816,"AR(1)","blocked",1.17524280708874,0.812336114078862,0.362906693009878,0.131701267831366,0.362906693009878,0.014721155166626,154,66,154,5,NA,TRUE,""
35,20295816,"AR(1)","hblock",1.19094569434111,0.812336114078862,0.378609580262246,0.143345214266354,0.378609580262246,0.010991096496582,154,66,154,5,5,TRUE,""
35,20295816,"AR(1)","rolling_origin",1.09208207402977,0.812336114078862,0.279745959950908,0.0782578021088551,0.279745959950908,0.0104939937591553,154,66,77,5,NA,TRUE,""
36,20296816,"AR(1)","kfold",0.99952058866344,0.557446166352474,0.442074422310966,0.195429794861575,0.442074422310966,0.00972986221313477,154,66,154,5,NA,TRUE,""
36,20296816,"AR(1)","blocked",0.978358743136299,0.557446166352474,0.420912576783825,0.1771673972948,0.420912576783825,0.0086970329284668,154,66,154,5,NA,TRUE,""
36,20296816,"AR(1)","hblock",0.967921161256169,0.557446166352474,0.410474994903695,0.168489721441189,0.410474994903695,0.0102798938751221,154,66,154,5,5,TRUE,""
36,20296816,"AR(1)","rolling_origin",1.14198226207278,0.557446166352474,0.584536095720309,0.341682447199943,0.584536095720309,0.0117378234863281,154,66,77,5,NA,TRUE,""
37,20297816,"AR(1)","kfold",1.0984383610002,0.859822709389306,0.238615651610894,0.0569374291936914,0.238615651610894,0.0120270252227783,154,66,154,5,NA,TRUE,""
37,20297816,"AR(1)","blocked",1.16415346407212,0.859822709389306,0.304330754682816,0.0926172082458125,0.304330754682816,0.0159580707550049,154,66,154,5,NA,TRUE,""
37,20297816,"AR(1)","hblock",1.16893723506377,0.859822709389306,0.309114525674465,0.0955517899829496,0.309114525674465,0.012984037399292,154,66,154,5,5,TRUE,""
37,20297816,"AR(1)","rolling_origin",1.03104976886756,0.859822709389306,0.171227059478255,0.0293187058975698,0.171227059478255,0.014941930770874,154,66,77,5,NA,TRUE,""
38,20298816,"AR(1)","kfold",1.08186883275508,1.16895154118569,-0.0870827084306136,0.00758339810761126,0.0870827084306136,0.0101211071014404,154,66,154,5,NA,TRUE,""
38,20298816,"AR(1)","blocked",1.09539628773766,1.16895154118569,-0.0735552534480297,0.00541037530980389,0.0735552534480297,0.0111160278320312,154,66,154,5,NA,TRUE,""
38,20298816,"AR(1)","hblock",1.10244580284119,1.16895154118569,-0.0665057383445016,0.00442301323274731,0.0665057383445016,0.0144999027252197,154,66,154,5,5,TRUE,""
38,20298816,"AR(1)","rolling_origin",1.13180287912488,1.16895154118569,-0.0371486620608166,0.00138002309290875,0.0371486620608166,0.0121099948883057,154,66,77,5,NA,TRUE,""
39,20299816,"AR(1)","kfold",1.01625874372503,0.714706066351671,0.301552677373358,0.0909340172310404,0.301552677373358,0.0118839740753174,154,66,154,5,NA,TRUE,""
39,20299816,"AR(1)","blocked",1.00251936933579,0.714706066351671,0.287813302984122,0.08283649737463,0.287813302984122,0.0217471122741699,154,66,154,5,NA,TRUE,""
39,20299816,"AR(1)","hblock",0.996937495521222,0.714706066351671,0.28223142916955,0.0796545796110869,0.28223142916955,0.0227560997009277,154,66,154,5,5,TRUE,""
39,20299816,"AR(1)","rolling_origin",1.11806284321164,0.714706066351671,0.403356776859967,0.162696689438861,0.403356776859967,0.0131192207336426,154,66,77,5,NA,TRUE,""
